,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
20700,검토/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20701,범접/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20702,휠체어/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20703,이무기/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20704,클루/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20705,핰/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20706,언노운/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20707,87/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20708,총각파티/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20709,메디컬탑팀/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20710,건포도/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20711,이동건/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20712,미스터리물/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20713,지칭/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20714,크라운/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20715,변주곡/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20716,1954년/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20717,카메런/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20718,소하/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20719,이러쿵저러쿵/Adverb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20720,친미/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20721,먄/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20722,글쿠/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20723,끌때/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20724,화산폭발/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20725,동창/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20726,코엘료/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20727,터프가이/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20728,투톱/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20729,이휘재/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20730,곤조/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20731,미믹/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20732,과학기술/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20733,초청/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20734,크래쉬/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20735,자못/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20736,할하/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20737,오리진/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20738,곧잘/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20739,을사/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20740,강주희/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20741,배척/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20742,옌/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20743,성격장애/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20744,얘내/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20745,하이에나/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20746,냉동인간/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20747,자애/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20748,모모/Modifier,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20749,애애/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20750,"9,000원/Number",3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20751,굶주림/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20752,ㅌ/KoreanParticle,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20753,..~~/Punctuation,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20754,자포자기/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20755,페티/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20756,순환선/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20757,건축물/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20758,하나같다/Adjective,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20759,맥카시/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20760,8.2/Number,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20761,인수/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20762,설립/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20763,김제동/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20764,부르스/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20765,88/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20766,선역/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20767,유니콘/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20768,견우/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20769,분닥/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20770,표함/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20771,조아하다/Verb,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20772,정창화/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20773,스텔스/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20774,라야/Josa,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20775,심지/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20776,환호성/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20777,원전/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20778,변론/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20779,파울/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20780,전문용어/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20781,5천만/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20782,홈런/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20783,우크라이나/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20784,쉰/Modifier,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20785,2006/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20786,IMF/Alpha,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20787,결투씬/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20788,트레이닝/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20789,장난스럽다/Adjective,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20790,오페/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20791,음질/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20792,셋째/Modifier,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20793,과부/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20794,울음소리/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20795,그레픽/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20796,신디사이저/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20797,따발총/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20798,귀인/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20799,헛구역질/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20800,꼴등/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20801,치토/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20802,분수/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20803,피오/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20804,송지나/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20805,죄임/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20806,결사/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20807,첫방송/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20808,귓방맹/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20809,승차/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20810,무임/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20811,빨대/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20812,겨울연가/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20813,안변/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20814,의술/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20815,만지작/Adverb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20816,렵/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20817,보호자/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20818,비포미드나잇/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20819,지원이/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20820,ㅃㅏ/KoreanParticle,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20821,미시/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20822,심화/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20823,드웨인존슨/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20824,티비영화/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20825,예배/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20826,공기인형/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20827,후쿠/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20828,-?/Punctuation,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20829,얘쁘/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20830,뿜어져/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20831,장금/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20832,범블비/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20833,거스/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20834,어데/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20835,연변/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20836,카아/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20837,부서/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20838,키치/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20839,ㅌㅌㅌ/KoreanParticle,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20840,황금박쥐/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20841,강민/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20842,심술/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20843,200분/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20844,자결/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20845,공룡대탐험/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20846,헉헉/Adverb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20847,리릭/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20848,개편/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20849,때껏/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20850,조용조/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20851,백일섭/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20852,상대역/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20853,건장하다/Adjective,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20854,증세/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20855,잘생겻어/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20856,해령/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20857,민재/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20858,라따뚜이/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20859,팩/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20860,경제학자/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20861,비도덕적/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20862,스즈키/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20863,비관/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20864,마마도/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20865,Made/Alpha,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20866,샬/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20867,함은정/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20868,도에는/Foreign,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20869,고령화/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20870,행군/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20871,서언/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20872,고별/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20873,똥찬/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20874,민족성/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20875,업주/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20876,*.*/Punctuation,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20877,김흥국/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20878,컷던/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20879,남자사용설명서/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20880,찟/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20881,짐꾼/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20882,황정/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20883,하용/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20884,별룬데/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20885,항일/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20886,카리/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20887,토박이/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20888,티비엔/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20889,깟/Modifier,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20890,저쩌구/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20891,타쿠미/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20892,yo/Alpha,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20893,하관/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20894,무명시절/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20895,쫓겨나다/Verb,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20896,불가사의하다/Adjective,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20897,발랑/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20898,영구시/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20899,곡선/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20900,욱일기/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20901,산지/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20902,빛바/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20903,생기발랄하다/Adjective,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20904,비정/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20905,지보면/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20906,보이드/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20907,_=/Punctuation,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20908,탕진/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20909,노역/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20910,박종훈/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20911,탑블/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20912,위대/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20913,성정체성/Noun,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
20914,해기스/Noun,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20915,득실대다/Verb,3,2,1,2.2230620456616944e-05,1.1106915165381966e-05,0.6666666666666666
20916,3.8/Number,3,1,2,1.1115310228308472e-05,2.2213830330763933e-05,0.6666666666666666
